,Title,Topic,Date,File Link,download_loc
90,"Correspondence from Sir Chris Wormald, Permanent Secretary of the Department of Health and Social Care, re Contingent Liabilities Children, dated 6 April 2023",,Published 18 April 2023,https://committees.parliament.uk/publications/39036/documents/191939/default/,"Correspondence from Sir Chris Wormald, Permanent SPublished 18 April 2023"
91,"Correspondence from Martin Coleman, Chair, Market Investigation Inquiry Group, re announcing the outcome of our Market Investigation into Mobile Radio Network Services, dated 5 April 2023",,Published 18 April 2023,https://committees.parliament.uk/publications/39035/documents/191938/default/,"Correspondence from Martin Coleman, Chair, Market Published 18 April 2023"
92,"Correspondence from Andrew Griffith MP, Economic Secretary to the Treasury, HM Treasury, re Subsidy Control Act – commitment to notify Select Committee Chairs of the use of a direction, dated 31 March 2023",,Published 18 April 2023,https://committees.parliament.uk/publications/39031/documents/191933/default/,"Correspondence from Andrew Griffith MP, Economic SPublished 18 April 2023"
93,"Correspondence from Alex Chisholm, Permanent Secretary, Civil Service Chief Operating Officer and Cabinet Office, re Publication of the Civil Service People Survey 2022, dated 30 March 2023",,Published 18 April 2023,https://committees.parliament.uk/publications/39023/documents/191921/default/,"Correspondence from Alex Chisholm, Permanent SecrePublished 18 April 2023"
94,"Correspondence from Andrew Griffith MP, Economic Secretary to the Treasury, HM Treasury, re NatWest Group: Government extends trading plan to sell government’s shareholding, dated 3 April 2023",,Published 18 April 2023,https://committees.parliament.uk/publications/39008/documents/191897/default/,"Correspondence from Andrew Griffith MP, Economic SPublished 18 April 2023_1"
95,"Correspondence from Tom Josephs, Director, Private Pensions and Arm’s Length Bodies Department for Work and Pensions, re DWP follow up to the Public Accounts Committee Hearing on Atomic Energy Authority Technology pension scheme 13 March 2023, dated 4 April 2023",Inquiry AEA Technology Pension Case,Published 17 April 2023,https://committees.parliament.uk/publications/39033/documents/191937/default/,"Correspondence from Tom Josephs, Director, PrivatePublished 17 April 2023"
96,"Correspondence from Jeremy Pocklington CB, Permanent Secretary, re follow up questions eaised at the Public Accounts Committee on the NAO Office report on Decarbonising the Power Sector, dated March 2023",Inquiry Decarbonising the power sector,Published 17 April 2023,https://committees.parliament.uk/publications/39032/documents/191935/default/,"Correspondence from Jeremy Pocklington CB, PermanePublished 17 April 2023"
97,"Correspondence from Susan Acland-Hood, Permanent Secretary, Department for Education, re Public Account Committee Oral Evidence Session “Education recovery in schools”– 9 March – corrections 30 April 2023",Inquiry Education Recovery in Schools,Published 17 April 2023,https://committees.parliament.uk/publications/39030/documents/191932/default/,"Correspondence from Susan Acland-Hood, Permanent SPublished 17 April 2023"
98,"Correspondence from Chris Wormald, Permanent Secretary of the Department of Health and Social Care, re an update to a previous PPE letter, dated 30 March 2023",,Published 17 April 2023,https://committees.parliament.uk/publications/39029/documents/192385/default/,"Correspondence from Chris Wormald, Permanent SecrePublished 17 April 2023"
99,"Correspondence from Amy Rees, Chief Executive Officer, Her Majesty’s Prison and Probation Service, re transforming electronic monitoring service, dated 30 March 2023",,Published 17 April 2023,https://committees.parliament.uk/publications/39025/documents/191924/default/,"Correspondence from Amy Rees, Chief Executive OffiPublished 17 April 2023"
100,"Correspondence from Jonathan Marron, Director General, Office for Health Improvement and Disparities (OHID) Department of Health and Social Care, re PAC Hearing – Alcohol Treatment Services, dated 28 March 2023",Inquiry Alcohol treatment services,Published 17 April 2023,https://committees.parliament.uk/publications/39022/documents/191919/default/,"Correspondence from Jonathan Marron, Director GenePublished 17 April 2023"
101,"Correspondence from Jeremy Pocklington CB, Permanent Secretary, Department for Energy Security and Net Zero, re Energy Bills Discount Scheme, dated 28 March 2023",Inquiry Energy Bills Support,Published 17 April 2023,https://committees.parliament.uk/publications/39021/documents/191917/default/,"Correspondence from Jeremy Pocklington CB, PermanePublished 17 April 2023_1"
102,"Correspondence from Sir Chris Wormald, Permanent Secretary of the Department of Health and Social Care, re Eight Report of Session 2019-21 NHS Capital Expenditure and Financial Mana, dated 28 March 2023",,Published 17 April 2023,https://committees.parliament.uk/publications/39019/documents/191915/default/,"Correspondence from Sir Chris Wormald, Permanent SPublished 17 April 2023"
103,"Correspondence from Gareth Davies, Permanent Secretary, Department for Business and Trade, re Public Accounts Committee: Program of Trade Negotiations – recommendation 1, dated 28 March 2023",,Published 17 April 2023,https://committees.parliament.uk/publications/39017/documents/191913/default/,"Correspondence from Gareth Davies, Permanent SecrePublished 17 April 2023"
104,"Correspondence from Amanda Pritchard, Chief Executive Officer, NHS England, re Treasury Minute Thirty-Five (Establishing Integrated Care Systems) Recommendation Six, dated 28 March 2023",,Published 17 April 2023,https://committees.parliament.uk/publications/39014/documents/191909/default/,"Correspondence from Amanda Pritchard, Chief ExecutPublished 17 April 2023"
105,"Correspondence from Rt Hon Grant Shapps MP, Secretary of State, Department for Energy Security and Net Zero, re Contingent Liability Notification: Energy Bills Discount Scheme, dated 27 March 2023",Inquiry Energy Bills Support,Published 17 April 2023,https://committees.parliament.uk/publications/39013/documents/191907/default/,"Correspondence from Rt Hon Grant Shapps MP, SecretPublished 17 April 2023"
106,"Correspondence from Martin Clarke, Government Actuary, Government Actuary’s Department, re Public Accounts Committee Hearing 13th March 2023 – AEAT Pension Scheme, dated 27 March 2023",Inquiry AEA Technology Pension Case,Published 17 April 2023,https://committees.parliament.uk/publications/39012/documents/191902/default/,"Correspondence from Martin Clarke, Government ActuPublished 17 April 2023"
107,"Correspondence from James Bowler, Permanent Secretary, HM Treasury, re Treasury Minute response to the Committee’s report on use of evaluation and modelling in government, dated 9 January 2023",,Published 4 April 2023,https://committees.parliament.uk/publications/34725/documents/191154/default/,"Correspondence from James Bowler, Permanent SecretPublished 4 April 2023"
108,"Correspondence from Jim Harra, Chief Executive and First Permanent Secretary, HM Revenue & Customs, re Management of Tax Debt, dated 22 December 2022",,Published 4 April 2023,https://committees.parliament.uk/publications/34720/documents/191140/default/,"Correspondence from Jim Harra, Chief Executive andPublished 4 April 2023"
109,"Correspondence from Jim Harra, Chief Executive and First Permanent Secretary, HM Revenue & Customs, re Combat Waste Crime, date 22 December 2022",,Published 4 April 2023,https://committees.parliament.uk/publications/34719/documents/191139/default/,"Correspondence from Jim Harra, Chief Executive andPublished 4 April 2023_1"
110,"Correspondence from PAC Chair Meg Hillier to Sarah Healey, Permanent Secretary, Department for Levelling Up, Housing & Communities, re Follow up to the evidence session on 23 January 2023, dated 24 February 2023",,Published 30 March 2023,https://committees.parliament.uk/publications/34678/documents/190841/default/,Correspondence from PAC Chair Meg Hillier to SarahPublished 30 March 2023
111,"Correspondence from Jim Harra, Permanent Secretary, HM Revenue and Customs to Dame Meg Hillier, Chair of the Committee of Public Accounts re Concerns about the VAT registration process, dated 29 March 2023",,Published 30 March 2023,https://committees.parliament.uk/publications/34674/documents/190827/default/,"Correspondence from Jim Harra, Permanent SecretaryPublished 30 March 2023"
112,"Correspondence from Sir Chris Wormald, Permanent Secretary of the Department of Health and Social Care, re 6th report - DHSC Annual Reports and Accounts 20-21, dated 16 March 2023",Inquiry DHSC Annual Report and Accounts 2021-22,Published 28 March 2023,https://committees.parliament.uk/publications/34598/documents/190488/default/,"Correspondence from Sir Chris Wormald, Permanent SPublished 28 March 2023"
113,"Correspondence from Amanda Pritchard, Chief Executive Officer, NHS England, re Treasury Minute Thirty-Five (Establishing Integrated Care Systems) Recommendation Six, dated 30 March 2023",Inquiry Introducing Integrated Care Systems,Published 28 March 2023,https://committees.parliament.uk/publications/34597/documents/190487/default/,"Correspondence from Amanda Pritchard, Chief ExecutPublished 28 March 2023"
114,"Correspondence from Sarah Albon, Chief Executive Officer, Health and Safety Executive, re Nineteenth Report of Session 2022-23: Regulating after EU Exit (Food Standards Agency, Competition and Markets Authority and Health and Safety Executive), dated 22 March 2023",,Published 28 March 2023,https://committees.parliament.uk/publications/34596/documents/190486/default/,"Correspondence from Sarah Albon, Chief Executive OPublished 28 March 2023"
115,"Correspondence from Paul Morton, Director Generation, Nuclear Decommissioning, re The future of the UK’s AGR Nuclear Power Stations, re 22 March 2023",,Published 28 March 2023,https://committees.parliament.uk/publications/34595/documents/190485/default/,"Correspondence from Paul Morton, Director GeneratiPublished 28 March 2023"
116,"Correspondence from Alice Wiseman, Gateshead ADPH treasurer and lead for addiction, re Public Accounts Committee Oral evidence: Alcohol treatment services, Thursday 2 March 2023, dated 22 March 2023",Inquiry Alcohol treatment services,Published 28 March 2023,https://committees.parliament.uk/publications/34594/documents/190483/default/,"Correspondence from Alice Wiseman, Gateshead ADPH Published 28 March 2023"
117,"Correspondence from Nick Goodwin, Chief Executive, HM Courts & Tribunals Service, re NAO report, Common Platform and delivering the final phase of reform, 17 March 2023",Inquiry Court Reform Programme: progress review,Published 28 March 2023,https://committees.parliament.uk/publications/34593/documents/190482/default/,"Correspondence from Nick Goodwin, Chief Executive,Published 28 March 2023"
118,"Correspondence from James Bowler, Permanent Secretary, HM Treasury, re follow up to question raised at the Public Accounts Committee on Energy Bills Support on 27 February 2023, dated 16 March 2023",Inquiry Energy Bills Support,Published 28 March 2023,https://committees.parliament.uk/publications/34592/documents/190481/default/,"Correspondence from James Bowler, Permanent SecretPublished 28 March 2023"
